FILE		 q(1)	 q(2)	 q(3)	 q(4)	 q(5)	 spont	
m60831c2r8.htb	 20.96037 5.67683 0.03991 0.51100 0.64556 14.27861
m60831c3r8.htb	 15.25806 20.29851 0.01949 -0.45249 0.48723 10.59701
m60901c1r8.htb	 0.14644 0.65944 0.04654 2.00015 1.70809 0.02488
m60901c2r8.htb	 3.22346 2.89648 0.05245 1.24338 1.95404 1.09453
m60901c3r8.htb	 5.74525 2.21466 0.51301 2.37316 5.00530 1.34328
m61025c1r8.htb	 2.77471 5.37313 0.03776 -0.96705 0.65076 3.58209
m61025c1r8.htb	 2.77469 5.37313 0.03775 -0.96693 0.65073 3.58209
m61025c2r8.htb	 4.18547 5.71743 0.05799 0.04746 1.12712 4.67662
m61025c3r8.htb	 5.78326 0.67138 0.21749 0.97989 2.48919 4.02985
m61026c1r8.htb	 3.03385 2.61194 0.48304 -0.91660 22.85647 1.84080
m61026c2r8.htb	 1.19716 1.94728 0.04026 1.19270 1.08788 0.96186
m61026c3r8.htb	 3.44236 1.36584 0.37402 3.50161 6.00911 1.85738
m61026c4r8.htb	 0.00000 9.08765 0.02214 -2.08752 0.81887 1.35039
m61031c1r8.htb	 4.13544 0.84665 0.06485 -3.24095 4.39935 2.88557
m61031c2r8.htb	 2.04206 0.58377 8.34538 -10.80563 100.00000 0.94527
m61106c1r8.htb	 0.26339 0.91601 0.00000 -4.07600 0.17977 0.21559
m61106c2r8.htb	 3.81817 4.17148 0.06116 0.42783 1.05837 1.29353
m61106c3r8.htb	 20.03830 8.43393 0.03772 -0.00000 0.30480 10.64677
m61108c1r8.htb	 1.75198 6.73071 0.05941 0.17979 1.25892 0.99502
m61108c4r8.htb	 9.11099 28.54621 0.03944 0.40257 1.12852 4.02985
m61109c1r8.htb	 4.26780 2.58983 0.06576 0.91897 1.74418 4.62687
m61109c2r8.htb	 9.81624 6.37251 0.07725 0.70069 1.53715 6.76617
m61109c3r8.htb	 2.50740 18.32946 0.05639 -20.00000 2.93412 7.81095
m61109c4r8.htb	 4.46366 17.31465 0.04910 0.55015 1.24518 1.69154
m61109c5r8.htb	 8.73134 9.13054 0.05123 2.31047 0.98457 5.92040
m61110c1r8.htb	 21.98619 6.04291 0.10842 2.40118 0.98922 14.62687
m61110c2r8.htb	 17.38806 10.49492 0.09313 1.84865 0.98070 9.45274
m61110c3r8.htb	 9.37345 7.44605 0.05189 -1.17416 1.27588 6.71642
m61113c1r8.htb	 5.81756 1.54085 0.05807 6.43349 1.97905 6.76617
m61113c2r8.htb	 2.76023 1.85771 0.05340 3.59475 1.89768 2.38806
m61113c3r8.htb	 11.22497 6.47295 0.02143 -2.16833 0.73437 13.73134
m61115c1r8.htb	 0.58333 1.32971 0.05736 0.14980 1.46509 0.49751
m61115c2r8.htb	 1.04397 0.98568 0.04552 5.12708 1.94990 1.09453
m61115c3r8.htb	 12.10188 4.20731 0.11820 2.08964 0.99367 7.31343
m61115c4r8.htb	 9.32099 8.22292 0.01124 0.00000 0.33431 7.76119
m61116c1r8.htb	 2.06058 0.07900 0.65358 -4.09472 0.78713 0.29851
m61122c1r8.htb	 2.45402 3.26612 0.11313 4.98631 3.86766 2.08955
m61122c2r8.htb	 2.66967 2.29861 0.14142 -0.42895 1.13744 2.68657
m61122c3r8.htb	 2.15324 5.19409 0.03244 -0.35461 1.48369 3.25871
m61122c4r8.htb	 7.85154 12.08955 0.02097 -1.35152 0.56810 8.85572
m61127c1r8.htb	 0.91995 6.53004 0.05133 0.41828 1.31486 0.29851
m61127c2r8.htb	 9.42078 6.21921 0.02554 -0.04294 0.19360 8.25871
m61127c3r8.htb	 0.70781 2.01493 0.04383 1.51428 4.82946 0.49751
m61127c4r8.htb	 6.67058 4.63032 0.07619 -20.00000 3.84146 2.58706
m61128c1r8.htb	 2.40028 2.62349 0.02912 0.00000 0.43272 0.49751
m61128c2r8.htb	 20.85141 4.65762 0.05928 6.89418 0.99790 3.23383
m61128c3r8.htb	 16.02294 4.27596 0.03381 4.50327 1.92348 3.43284
m61128c4r8.htb	 5.10521 2.33650 2.65164 -0.81586 4.77789 2.73632
m61129c1r8.htb	 2.10992 2.40181 0.45589 1.81051 22.18317 2.21393
m61129c2r8.htb	 4.51126 13.09185 0.01890 -0.31589 0.40014 9.35323
m61129c3r8.htb	 1.80102 3.50471 0.00007 0.00000 0.19860 1.49254
m61130c1r8.htb	 24.43304 5.37313 0.02575 -0.50684 0.39336 14.52736
m61130c2r8.htb	 7.26019 3.65672 0.00428 -4.64244 1.22238 3.88060
m61130c3r8.htb	 6.75129 0.39826 0.16193 2.96151 2.01531 5.17413
m61130c4r8.htb	 4.31958 12.08955 0.03603 -3.31806 0.85877 4.72637
m61201c1r8.htb	 4.03612 15.89186 0.05180 1.89043 1.81527 2.03980
m61201c2r8.htb	 5.11373 21.56379 0.09015 -20.00000 5.16489 7.11443
m61204c1r8.htb	 0.00000 19.81910 0.01863 -0.85143 0.50541 4.02985
m61204c2r8.htb	 1.71732 23.06422 0.06023 -20.00000 3.57080 5.02488
m61204c3r8.htb	 4.64012 11.41791 0.01141 -0.07719 0.21215 4.02985
m61206c1r8.htb	 8.98201 23.88232 0.04277 0.56293 1.35461 4.92537
m61206c2r8.htb	 0.67683 12.14498 0.04016 -1.42882 1.60799 0.49751
m61206c3r8.htb	 17.93882 10.44557 0.00726 -0.00000 0.20666 10.69652
m61206c4r8.htb	 5.30458 30.30473 0.03379 0.55155 1.35083 4.12935
