FILE		 PrDir	 PrSpd	 PrHDsp	 RFX	 RFY	 RFDiam	 ZerSpd	 ZerRsp	 MaxSpd	 MaxRsp	 MinSpd	 MinRsp	 Spont	 SpdMI	 AnovaP		 Rmeans	 Pmeans		 Rraw	 Praw		 SDI	 VarTrm	 R0	 K	 alpha		 tau		 expon		 Chi2		 ChiP		 Npts	 Npars	 FitErr	
m60110c1r7.htb	   45.0	   5.00	  0.000	   0.00	   0.00	  50.00	   0.0	   2.44	  2.700	   4.09	  0.000	   2.30	   1.19	  0.358	 0.56879970	  0.610	 0.02210188	  0.045	 0.05782475	 0.2860	  0.412	   2.30	   1.79	  7.2727750	  0.3169511	 17.2982469	  0.19138	 0.97896892	     80	      5	 12.5799	
m60110c2r8.htb	   45.0	   5.00	  0.000	   3.00	  -7.00	  30.00	   0.0	  14.33	  4.350	  16.18	  0.000	  14.17	   8.16	  0.163	 0.90515842	  0.350	 0.12238776	  0.027	 0.31018603	 0.2594	  0.474	  14.61	   1.57	  1.4194107	  0.8136680	  5.0496671	  0.79391	 0.85092201	     40	      5	 7.6420	
m60110c3r8.htb	   45.0	   5.00	  0.000	  20.00	 -15.00	  30.00	   0.0	  18.81	  0.450	  23.49	  3.600	  16.95	  10.65	  0.347	 0.01366882	  0.858	 0.00094444	  0.181	 0.00008293	 0.4684	  0.528	  16.95	   6.54	 33.6231481	 -2.1790932	 88.2513376	  0.34757	 0.95084690	     80	      5	 20.9270	
m60117c2r8.htb	   90.0	  20.00	  0.000	   5.00	 -10.00	  40.00	   0.0	  17.61	  7.000	  18.10	  1.450	  16.20	  14.63	  0.161	 0.82555375	  0.412	 0.08630915	  0.019	 0.21807150	 0.2553	  0.535	  16.20	   1.90	  0.3603743	  1.4439411	  2.0075654	  0.22749	 0.97303482	     80	      5	 21.2443	
m60125c1r9.htb	   45.0	  10.00	  0.000	   0.00	   0.00	  50.00	   0.0	   4.08	  2.950	   5.79	  0.000	   3.93	   3.58	  0.287	 0.24931840	  0.701	 0.00950657	  0.080	 0.01091031	 0.3427	  0.389	   4.63	   1.16	  1.2607355	  0.5829991	  3.0068775	  0.54775	 0.90828319	     80	      5	 11.5351	
m60125c2r8.htb	   45.0	  10.00	  0.000	  -7.00	  -3.00	  40.00	   0.0	   7.81	  3.350	   7.88	 31.950	   6.85	   6.22	  0.235	 0.62703003	  0.559	 0.03286163	  0.038	 0.08222091	 0.2764	  0.417	   6.85	   1.03	  1.5007030	  0.6904634	  4.0086910	  0.63761	 0.88777140	     80	      5	 12.9673	
m60125c3r8.htb	   90.0	  10.00	  0.000	  -8.00	 -18.00	  30.00	   0.0	  12.04	  5.700	  17.55	 22.600	  11.51	   2.34	  0.289	 0.57369694	  0.496	 0.05122176	  0.037	 0.08906335	 0.3087	  0.626	  11.51	   6.04	  4.2839532	 -0.9078715	 28.2659006	  0.49286	 0.92045793	     80	      5	 29.3982	
m60125c4r8.htb	   90.0	  10.00	  0.000	   0.00	  -8.00	  30.00	   0.0	  11.39	 13.400	  18.67	  0.000	  10.78	   6.47	  0.410	 0.00097404	  0.832	 0.00158608	  0.233	 0.00000593	 0.4679	  0.594	   6.80	  11.87	  0.0231962	 -0.1561978	  0.3146951	  0.45199	 0.92930437	     80	      5	 27.0269	
m60201c2r8.htb	   90.0	   5.00	  0.000	   0.00	 -10.00	  30.00	   0.0	  20.60	  3.300	  21.80	  0.000	  20.12	  15.32	  0.074	 0.99517286	  0.612	 0.02170578	  0.008	 0.43039923	 0.1427	  0.553	  20.52	   1.28	  1.1157535	  0.5608857	  3.0445963	  0.07308	 0.99485913	     80	      5	 22.1366	
m60201c3r2.htb	  270.0	   5.00	  0.000	   8.00	 -15.00	  50.00	   0.0	   6.72	 32.000	  12.11	  0.000	   7.37	   4.63	  0.483	 0.04579558	  0.875	 0.00063838	  0.153	 0.00033129	 0.4050	  0.679	   7.27	   9.40	  0.0783218	 -20.0000000	  6.6115965	  0.27214	 0.96518090	     80	      5	 34.0797	
