FILE			 PrfOR	 PrfSF	 PrfTF	 RFXctr	 RFYctr	 RFDiam	 GrType	 Spont	 SI		 AnovaP	 SDI		 VarTerm	 MaxX 	 MinX 	 RsqMn	 PMean	 RsqRaw	 Praw		 ErfChi2	 ErfChiP	 DiffErfChi2	 DiffErfChiP	 Ke		 a		 Ki			 b+a		 DC_off	 Halfmax_slope	 F_SI	 P_SI	
m80315c1r6.htb	 320.0	  0.03	 2.000	 -8.00	  5.00	 40.00	   0.0	 1.2438	  0.53	 0.8537	  0.26	  0.80	 64.000	 1.00000000	 0.039	  0.157	  0.04	  0.16	  0.3574	 0.9858	 0.16613841		 0.9203	 1.74643817	 1.3986	 0.88986044	 49.35	 -0.24	 -0.0061	 0.7163	 0.4937	 
m80315c1r6.htb	 320.0	  0.03	 2.000	 -8.00	  5.00	 40.00	   0.0	 1.2438	  0.53	 0.8537	  0.26	  0.80	 64.000	 1.00000000	 0.039	  0.157	  0.04	  0.16	  0.3574	 0.9858	 0.16613843		 0.9203	 1.74643832	 1.3986	 0.88986047	 49.35	 -0.24	 -0.0061	 0.7163	 0.4937	 
m80315c1r66.htb	 320.0	  0.03	 2.000	 -8.00	  5.00	 40.00	   0.0	 1.1443	  0.32	 0.9101	  0.25	  0.75	 64.000	 1.00000000	 0.029	  0.162	  0.03	  0.16	  0.2284	 0.9940	 0.12540982		 0.9392	 10.69635369	 2.6002	 9.45572137	  3.06	 -0.21	 0.7287	 0.5213	 0.5962	 
m80415c1r6.htb	 210.0	  0.08	 8.000	 10.00	 -5.00	 40.00	   0.0	 0.5970	  0.70	 0.4478	  0.39	  0.56	 64.000	 1.00000000	 0.059	  0.181	  0.06	  0.18	  1.9028	 0.7536	 1.18020553		 0.5543	 5.59699564	 3.9851	 5.34575449	  4.63	 -0.11	 -0.0063	 0.6455	 0.5323	 
m80515c1r6.htb	   0.0	  0.04	 4.000	 10.00	 -10.00	 30.00	   0.0	 0.7186	  0.00	 0.1176	  0.42	  0.70	 64.000	 1.00000000	 0.128	  0.005	  0.13	  0.00	  0.1526	 0.9972	 0.15348709		 0.9261	 8.37904597	 25.0280	 6.40774304	 25.63	  0.07	 0.0875	 0.0002	 0.9998	 
m80515c1r66.htb	   0.0	  0.04	 4.000	 10.00	 -10.00	 30.00	   0.0	 0.6468	  0.00	 0.0810	  0.43	  0.69	 64.000	 1.00000000	 0.112	  0.005	  0.11	  0.00	  0.3556	 0.9859	 0.35559869		 0.8371	 3.92367725	 25.4813	 2.06274884	 25.50	  0.19	 0.0754	 -0.0000	 1.0000	 
m80515c3r6.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	   0.0	 0.3731	  0.00	 0.0038	  0.55	  0.54	 64.000	 1.00000000	 0.249	  0.000	  0.25	  0.00	  2.3181	 0.6775	 2.31813827		 0.3138	 2.46514197	 100.0000	 0.00000095	 124.75	  0.12	 0.0270	 0.0000	 1.0000	 
m81915c1r6.htb	   0.0	  0.08	 2.000	  0.00	  0.00	 40.00	   0.0	 3.0404	  0.30	 0.6476	  0.26	  0.56	 64.000	 1.00000000	 0.042	  0.118	  0.04	  0.12	  0.5734	 0.9660	 0.19760579		 0.9059	 18.39447107	 0.2396	 19.34595072	  0.74	  3.52	 -0.3221	 1.2029	 0.3082	 
m82515c1r6.htb	 180.0	  0.04	 2.000	 10.00	 -10.00	 40.00	   0.0	 0.4146	 -14.14	 0.0000	  0.66	  0.70	 64.000	 1.00000000	 0.000	    NaN	  0.35	  0.00	  7.0167	 0.1350	 225.18925127		 0.0000	 1.51046119	 10.2748	 8.41376634	 13.11	  0.11	 -0.1007	 -13.5973	 1.0000	 
m82615c1r55.htb	 320.0	  0.04	 4.000	  0.00	  0.00	 40.00	   0.0	 1.0945	  0.39	 0.9133	  0.23	  0.56	 64.000	 1.00000000	 0.016	  0.296	  0.02	  0.30	  0.8290	 0.9345	 0.27934311		 0.8696	 0.66247884	 13.9268	 1.05987533	 31.56	  1.14	 -0.0065	 0.8231	 0.4436	 
m82615c2r6.htb	 320.0	  0.16	 2.000	  0.00	  0.00	 40.00	   0.0	 0.1990	  0.23	 0.6322	  0.39	  0.53	 64.000	 1.00000000	 0.091	  0.089	  0.09	  0.09	  0.5648	 0.9669	 0.63798704		 0.7269	 6.96314076	 4.6511	 6.28711465	  5.12	 -0.14	 0.2446	 0.1662	 0.8477	 
