FILE			 PrfOR	 PrfSF	 PrfTF	 RFXctr	 RFYctr	 RFDiam	 GrType	 Spont	 SI		 AnovaP	 SDI		 VarTerm	 MaxX 	 MinX 	 RsqMn	 PMean	 RsqRaw	 Praw		 ErfChi2	 ErfChiP	 DiffErfChi2	 DiffErfChiP	 Ke		 a		 Ki			 b+a		 DC_off	 Halfmax_slope	 F_SI	 P_SI	
m32515c1r5.htb	   0.0	  0.03	 2.000	 -5.00	  5.00	 40.00	   0.0	 2.0611	  0.00	 0.0097	  0.46	  0.59	 64.000	 1.00000000	 0.250	  0.000	  0.25	  0.00	  0.7942	 0.9392	 0.79420933		 0.6723	 4.40358019	 100.0000	 0.00001285	 113.73	  2.13	 0.0482	 -0.0000	 1.0000	 
m32715c1r666.htb	   0.0	  0.10	 2.000	  0.00	  0.00	 40.00	   0.0	 3.8308	  0.11	 0.0673	  0.42	  0.57	 64.000	 1.00000000	 0.020	  0.246	  0.02	  0.25	  1.2080	 0.8768	 1.11859741		 0.5716	 24.62573880	 1.6548	 20.91485966	  1.83	 -0.49	 1.6617	 0.2932	 0.7469	 
m50715c2r6.htb	 120.0	  0.16	 4.000	 10.00	 -10.00	 40.00	   0.0	 0.4264	  0.79	 0.0726	  0.44	  0.46	 64.000	 1.00000000	 0.205	  0.002	  0.21	  0.00	  3.0698	 0.5462	 0.75829173		 0.6844	 4.97512134	 13.0402	 4.76585465	 17.45	 -0.04	 0.1110	 3.0979	 0.0561	 
m50715c1r66.htb	  50.0	  0.03	 2.000	  0.00	  0.00	 40.00	   0.0	 1.9190	  0.32	 0.2966	  0.35	  0.49	 64.000	 1.00000000	 0.115	  0.019	  0.11	  0.02	  1.0234	 0.9062	 0.95493989		 0.6204	 19.90041636	 1.7291	 17.22805460	  2.10	 -0.40	 -0.0483	 1.5478	 0.2243	 
m50715c2r66.htb	 120.0	  0.16	 4.000	 10.00	 -10.00	 40.00	   0.0	 0.5473	  0.42	 0.3078	  0.38	  0.47	 64.000	 1.00000000	 0.069	  0.035	  0.07	  0.03	  0.6813	 0.9536	 0.47823604		 0.7873	 3.86951351	 11.5334	 3.60766673	 13.57	  0.04	 0.0708	 0.6252	 0.5386	 
m50815c1r6.htb	 240.0	  0.03	 2.000	 10.00	  0.00	 40.00	   0.0	 0.3980	  0.43	 0.6920	  0.23	  0.45	 64.000	 1.00000000	 0.041	  0.092	  0.04	  0.09	  0.2511	 0.9927	 0.21235449		 0.8993	 2.48569556	 15.0101	 2.42942065	 16.23	  0.05	 0.0164	 0.2532	 0.7771	 
m50815c2r6.htb	 150.0	  0.03	 2.000	  0.00	  0.00	 40.00	   0.0	 1.2935	  0.43	 0.4114	  0.34	  0.84	 64.000	 1.00000000	 0.031	  0.147	  0.03	  0.15	  0.6279	 0.9599	 0.63749680		 0.7271	 11.68996893	 11.9626	 11.17930763	 13.25	  0.04	 0.1353	 0.4316	 0.6513	 
m50815c3r6.htb	 270.0	  0.16	 4.000	  0.00	  0.00	 40.00	   0.0	 1.7413	  0.27	 0.8921	  0.24	  0.58	 64.000	 1.00000000	 0.013	  0.338	  0.01	  0.34	  0.4669	 0.9766	 0.30210034		 0.8598	 5.74363992	 63.9033	 10.69590207	 149.45	  1.33	 -0.0045	 0.3353	 0.7164	 
m60815c1r6.htb	 120.0	  0.04	 2.000	 -10.00	 -10.00	 40.00	   0.0	 1.1372	  0.74	 0.8898	  0.31	  0.52	 64.000	 1.00000000	 0.022	  0.325	  0.02	  0.33	  1.1353	 0.8886	 0.44907819		 0.7989	 4.47790722	 16.0625	 4.61974240	 20.34	  0.34	 -0.0046	 1.6368	 0.2074	 
m61015c1r6.htb	  60.0	  0.04	 2.000	  5.00	 -5.00	 40.00	   0.0	 1.7910	  0.14	 0.1311	  0.43	  0.53	 64.000	 1.00000000	 0.089	  0.097	  0.09	  0.10	 13.1709	 0.0105	 7.74978679		 0.0208	 19.27856081	 1.9530	 16.53679023	  2.18	 -0.39	 1.3300	 0.2752	 0.7615	 
