FILE			 PrfOR	 PrfSF	 PrfTF	 RFXctr	 RFYctr	 RFDiam	 GrType	 MaxLoc	 MaxRsp	 MinLoc	 MinRsp	 Spont	 SFMI		 AnovaP	 SFDI  	 VarTerm	 MaxX 	 MinX 	 SFHWHM	 SFHW25	 SFHW20	 SFHW15	 SFHW10	 RsqMn	 PMean	 RsqRaw	 Praw		 Chi2		 ChiP		 Brat		 Ampl		 Peak		 SD		 Offst		
m32515c1r3.htb	   0.0	  0.03	 2.000	 -5.00	  5.00	 40.00	   0.0	 0.0190	  5.00	 0.6040	  2.23	  0.75	 0.651	 0.09914582	 0.475	  0.609	  0.64	  0.01	  0.0170	  0.0250	  0.0280	  0.0310	  0.0350	 0.6438	 0.02989589	 0.1932	 0.00823931	 1.8397	 0.39857699	  2.23	  2.77	 0.0193	 0.3531	 0.0100	
m32515c2r3.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	   0.0	 0.1010	  1.46	 0.6400	  1.09	  0.90	 0.661	 0.89599576	 0.184	  0.871	  0.64	  0.01	  0.0510	  0.0770	  0.0850	  0.0950	  0.1080	 0.0263	 0.72826893	 0.0009	 0.80603498	 0.1154	 0.94393766	  1.09	  0.37	 0.1006	 0.3148	 0.0100	
m32615c2r3.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	   0.0	 0.0420	  1.79	 0.0100	  0.95	  2.82	 -0.824	 0.16734946	 0.390	  0.489	  0.64	  0.01	  0.0070	  0.0100	  0.0110	  0.0120	  0.0130	 0.2475	 0.25596847	 0.0395	 0.13124791	 0.7228	 0.69670485	  0.95	  0.85	 0.0422	 0.0976	 0.0044	
m32715c1r3.htb	   0.0	  0.10	 2.000	  0.00	  0.00	 40.00	   0.0	 0.0290	  2.46	 0.6400	  2.07	  2.44	 16.585	 0.32939419	 0.339	  0.485	  0.64	  0.01	  0.0400	  0.0650	  0.0730	  0.0830	  0.0980	 0.1278	 0.43121357	 0.0123	 0.37148167	 0.9606	 0.61859009	  2.07	  0.39	 0.0290	 0.5804	 0.0100	
m50615c1r3.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	   0.0	 0.0700	  0.77	 0.6400	  0.25	  0.91	 -3.651	 0.59546625	 0.308	  0.536	  0.64	  0.01	  0.1100	  0.1880	  0.2130	  0.2460	  0.2910	 0.6377	 0.03127251	 0.0743	 0.08464153	 0.2263	 0.89302926	  0.24	  0.53	 0.0698	 0.7387	 0.0100	
m50715c1r3.htb	  50.0	  0.03	 2.000	  0.00	  0.00	 40.00	   0.0	 0.0150	  3.57	 0.0680	  1.47	  1.31	 0.929	 0.53835681	 0.305	  0.608	  0.64	  0.01	  0.0060	  0.0080	  0.0080	  0.0090	  0.0100	 0.3346	 0.17367551	 0.0340	 0.20015761	 0.4885	 0.78327825	  1.47	  2.12	 0.0155	 0.1334	 0.0083	
m50715c2r3.htb	 120.0	  0.03	 2.000	 10.00	 -10.00	 40.00	   0.0	 0.0410	  0.30	 0.6400	  0.01	  0.25	 5.992	 0.05087417	 0.427	  0.409	  0.64	  0.01	  0.1020	  0.1850	  0.2130	  0.2500	  0.3010	 0.4793	 0.08473522	 0.0842	 0.01483012	 0.5169	        NaN	  0.00	  0.30	 0.0411	 0.9427	 0.0100	
m50715c1r33.htb	  50.0	  0.03	 2.000	  0.00	  0.00	 40.00	   0.0	 0.1200	  3.06	 0.0100	  1.30	  1.22	 0.952	 0.71706769	 0.247	  0.660	  0.64	  0.01	  0.0320	  0.0470	  0.0510	  0.0560	  0.0630	 0.2561	 0.24653227	 0.0175	 0.31427255	 0.3691	 0.83147918	  1.30	  1.75	 0.1197	 0.1829	 0.0078	
m50815c3r3.htb	 270.0	  0.03	 2.000	  0.00	  0.00	 40.00	   0.0	 0.1440	  4.05	 0.0100	  2.49	  2.19	 0.840	 0.57105204	 0.308	  0.552	  0.64	  0.01	  0.0590	  0.0890	  0.0970	  0.1080	  0.1220	 0.7507	 0.01163488	 0.0534	 0.05436425	 0.0643	 0.96834518	  2.49	  1.56	 0.1443	 0.2685	 0.0100	
m60815c1r3.htb	   0.0	  0.03	 2.000	 10.00	 -10.00	 40.00	   0.0	 0.0590	  2.15	 0.3640	  0.45	  0.55	 1.060	 0.61773151	 0.313	  0.675	  0.64	  0.01	  0.0180	  0.0260	  0.0280	  0.0310	  0.0350	 0.4827	 0.08320504	 0.0319	 0.13927426	 0.2892	 0.86535999	  0.45	  1.70	 0.0594	 0.2056	 0.0002	
